"","coef"
"Intercept",-2.27
"log age",0.12
"log size",-0.07
"log devs",0.12
"log commits",1.1
"C",0.26
"C++",0.1
"Clojure",-0.25
"Coffeescript",0.13
"Erlang",0.16
"Go",0.2
"Haskell",-0.42
"Java",0.05
"Javascript",-0.13
"Objective-C",0.1
"Perl",-0.08
"Php",0.23
"Python",0.14
"Ruby",-0.33
"Scala",-0.31
"Typescript",0.13
