"","coef","pVal"
"Intercept",-2.45,0
"log age",0.09,0
"log size",-0.04,0.016
"log devs",0.1,0.013
"log commits",1.12,0
"C",0.01,0.939
"C#",0.05,0.673
"C++",-0.02,0.851
"Clojure",-0.23,0.069
"Coffeescript",0.01,0.923
"Erlang",0.28,0.03
"Go",-0.04,0.722
"Haskell",-0.2,0.113
"Java",0.02,0.843
"Javascript",0.07,0.663
"Objective-C",0.1,0.362
"Perl",-0.03,0.789
"Php",0.26,0.039
"Python",-0.19,0.171
"Ruby",-0.09,0.484
"Scala",-0.06,0.605
"Typescript",0.07,0.643
