"","coef","pVal"
"Intercept",-2.39,0
"log age",0.08,0
"log size",-0.06,0
"log devs",0.08,0.055
"log commits",1.14,0
"C",0.11,0.374
"C#",-0.03,0.79
"C++",0.39,0.001
"Clojure",-0.24,0.048
"Coffeescript",0.24,0.056
"Erlang",-0.09,0.456
"Go",-0.08,0.506
"Haskell",-0.29,0.014
"Java",-0.03,0.83
"Javascript",-0.04,0.795
"Objective-C",-0.1,0.4
"Perl",0.14,0.269
"Php",0.15,0.207
"Python",0.06,0.635
"Ruby",0.02,0.872
"Scala",-0.24,0.04
"Typescript",0.05,0.734
