"","coef","pVal"
"Intercept",-2.66,0
"log age",0.09,0
"log size",-0.01,0.463
"log devs",0.03,0.482
"log commits",1.11,0
"C",0.04,0.712
"C#",0,0.974
"C++",-0.08,0.551
"Clojure",-0.3,0.016
"Coffeescript",0.2,0.083
"Erlang",0.06,0.574
"Go",0.1,0.353
"Haskell",-0.43,0
"Java",-0.25,0.038
"Javascript",0.26,0.086
"Objective-C",0.12,0.316
"Perl",-0.06,0.608
"Php",0.11,0.341
"Python",0.13,0.265
"Ruby",-0.14,0.245
"Scala",-0.03,0.821
"Typescript",0.26,0.076
