"","coef","pVal"
"Intercept",-2.59,0
"log age",0.12,0
"log size",-0.03,0.027
"log devs",0.06,0.143
"log commits",1.09,0
"C",0.11,0.357
"C#",0,0.977
"C++",0.27,0.024
"Clojure",-0.34,0.007
"Coffeescript",0.01,0.952
"Erlang",0.2,0.09
"Go",0.28,0.01
"Haskell",-0.18,0.114
"Java",0.01,0.958
"Javascript",-0.08,0.588
"Objective-C",0.14,0.227
"Perl",-0.09,0.454
"Php",0.11,0.374
"Python",0.01,0.958
"Ruby",0.07,0.541
"Scala",-0.26,0.032
"Typescript",-0.27,0.066
