"","coef"
"Intercept",-2.42
"log age",0.18
"log size",-0.07
"log devs",0.13
"log commits",1.08
"C",-0.05
"C++",0.09
"Clojure",-0.27
"Coffeescript",-0.01
"Erlang",0.09
"Go",0.17
"Haskell",-0.16
"Java",0.04
"Javascript",-0.13
"Objective-C",0.15
"Perl",-0.06
"Php",0.16
"Python",-0.03
"Ruby",-0.17
"Scala",-0.29
"Typescript",0.47
