"","coef","pVal"
"Intercept",-2.22,0
"log age",0.09,0
"log size",-0.05,0.002
"log devs",0.15,0.001
"log commits",1.06,0
"C",0.27,0.038
"C#",0.2,0.108
"C++",0.15,0.237
"Clojure",-0.35,0.007
"Coffeescript",0.17,0.199
"Erlang",-0.02,0.862
"Go",0.15,0.185
"Haskell",-0.09,0.48
"Java",0.01,0.953
"Javascript",0.02,0.911
"Objective-C",-0.2,0.157
"Perl",-0.24,0.076
"Php",0.11,0.416
"Python",0,0.983
"Ruby",-0.14,0.29
"Scala",-0.03,0.841
"Typescript",0.01,0.96
