"","coef","pVal"
"Intercept",-2.49,0
"log age",0.11,0
"log size",-0.03,0.057
"log devs",0.1,0.012
"log commits",1.08,0
"C",0.26,0.029
"C#",0.09,0.533
"C++",0.3,0.008
"Clojure",-0.3,0.027
"Coffeescript",0.08,0.547
"Erlang",-0.06,0.603
"Go",0.27,0.02
"Haskell",-0.21,0.083
"Java",-0.05,0.693
"Javascript",-0.05,0.722
"Objective-C",-0.09,0.46
"Perl",-0.13,0.294
"Php",0.09,0.473
"Python",0.04,0.782
"Ruby",-0.06,0.644
"Scala",-0.3,0.016
"Typescript",0.14,0.354
