"","coef","pVal"
"Intercept",-2.44,0
"log age",0.09,0
"log size",-0.06,0.002
"log devs",0.12,0.004
"log commits",1.13,0
"C",0.21,0.077
"C#",0.21,0.087
"C++",0.11,0.363
"Clojure",-0.21,0.079
"Coffeescript",0.15,0.283
"Erlang",0.26,0.027
"Go",0.16,0.212
"Haskell",-0.27,0.026
"Java",-0.21,0.091
"Javascript",-0.08,0.624
"Objective-C",-0.17,0.177
"Perl",0.1,0.408
"Php",0.05,0.709
"Python",0.21,0.088
"Ruby",-0.1,0.432
"Scala",-0.27,0.029
"Typescript",-0.15,0.352
