"","coef"
"Intercept",-2.52
"log age",0.17
"log size",-0.04
"log devs",0.15
"log commits",1.02
"C",0.15
"C++",-0.07
"Clojure",-0.14
"Coffeescript",0.01
"Erlang",0.1
"Go",0.16
"Haskell",-0.23
"Java",0
"Javascript",-0.06
"Objective-C",0
"Perl",-0.08
"Php",-0.17
"Python",0.03
"Ruby",-0.01
"Scala",-0.23
"Typescript",0.54
