"","coef"
"Intercept",-2.31
"log age",0.13
"log size",-0.03
"log devs",0.15
"log commits",1
"C",0.19
"C++",0.23
"Clojure",-0.14
"Coffeescript",0.32
"Erlang",0.34
"Go",0.06
"Haskell",-0.38
"Java",-0.11
"Javascript",-0.03
"Objective-C",0.05
"Perl",0.18
"Php",-0.15
"Python",-0.23
"Ruby",-0.1
"Scala",-0.26
"Typescript",0.04
