"","coef","pVal"
"Intercept",-2.59,0
"log age",0.09,0
"log size",-0.03,0.052
"log devs",0.03,0.508
"log commits",1.14,0
"C",0.22,0.051
"C#",0.06,0.588
"C++",0.09,0.442
"Clojure",-0.4,0.001
"Coffeescript",0.12,0.335
"Erlang",0.07,0.572
"Go",0.07,0.507
"Haskell",-0.11,0.32
"Java",0.15,0.249
"Javascript",-0.12,0.436
"Objective-C",-0.02,0.884
"Perl",0.12,0.294
"Php",0.2,0.085
"Python",-0.07,0.567
"Ruby",-0.1,0.453
"Scala",-0.24,0.034
"Typescript",-0.05,0.724
