"","coef","pVal"
"Intercept",-2.82,0
"log age",0.12,0
"log size",-0.01,0.534
"log devs",0.04,0.385
"log commits",1.09,0
"C",0.25,0.038
"C#",0.07,0.583
"C++",0.19,0.099
"Clojure",-0.32,0.007
"Coffeescript",0.16,0.23
"Erlang",0.07,0.544
"Go",0.09,0.428
"Haskell",-0.35,0.004
"Java",0.16,0.166
"Javascript",-0.45,0.008
"Objective-C",0.09,0.499
"Perl",-0.45,0
"Php",0.2,0.101
"Python",0.27,0.028
"Ruby",0.13,0.274
"Scala",-0.16,0.181
"Typescript",0.06,0.69
