"","coef"
"Intercept",-2.36
"log age",0.14
"log size",-0.02
"log devs",0.12
"log commits",0.99
"C",0.22
"C++",0.02
"Clojure",-0.36
"Coffeescript",0.3
"Erlang",0.25
"Go",0.24
"Haskell",-0.2
"Java",0.08
"Javascript",0
"Objective-C",-0.22
"Perl",-0.08
"Php",-0.12
"Python",-0.06
"Ruby",-0.27
"Scala",0.03
"Typescript",0.18
