"","coef","pVal"
"Intercept",-2.38,0
"log age",0.11,0
"log size",-0.04,0.015
"log devs",0.09,0.026
"log commits",1.06,0
"C",0.23,0.046
"C#",-0.03,0.807
"C++",0.05,0.663
"Clojure",-0.37,0.004
"Coffeescript",0.19,0.117
"Erlang",0.15,0.205
"Go",0.21,0.071
"Haskell",-0.45,0
"Java",-0.03,0.812
"Javascript",0,0.98
"Objective-C",-0.08,0.507
"Perl",-0.03,0.836
"Php",0,0.972
"Python",0,0.986
"Ruby",0.04,0.77
"Scala",-0.1,0.36
"Typescript",0.2,0.165
