"","coef","pVal"
"Intercept",-2.51,0
"log age",0.11,0
"log size",-0.05,0.002
"log devs",0.03,0.358
"log commits",1.13,0
"C",0.11,0.331
"C#",0.13,0.228
"C++",0.17,0.139
"Clojure",-0.44,0
"Coffeescript",-0.06,0.633
"Erlang",0.06,0.599
"Go",0.07,0.526
"Haskell",-0.17,0.121
"Java",0.08,0.498
"Javascript",-0.34,0.042
"Objective-C",0.12,0.237
"Perl",-0.03,0.771
"Php",0.28,0.01
"Python",0.11,0.361
"Ruby",-0.08,0.506
"Scala",-0.07,0.518
"Typescript",0.06,0.654
