"","coef","pVal"
"Intercept",-2.76,0
"log age",0.11,0
"log size",0,0.881
"log devs",0.03,0.478
"log commits",1.07,0
"C",0.14,0.271
"C#",0.09,0.486
"C++",0.06,0.652
"Clojure",-0.21,0.082
"Coffeescript",0.03,0.796
"Erlang",0.15,0.227
"Go",0.13,0.301
"Haskell",-0.21,0.093
"Java",-0.12,0.338
"Javascript",-0.2,0.258
"Objective-C",0.09,0.487
"Perl",0.07,0.557
"Php",0.25,0.052
"Python",-0.28,0.049
"Ruby",0.13,0.358
"Scala",-0.12,0.301
"Typescript",0.01,0.931
