"","coef"
"Intercept",-2.31
"log age",0.13
"log size",-0.06
"log devs",0.09
"log commits",1.1
"C",0.17
"C++",0.07
"Clojure",-0.26
"Coffeescript",0.24
"Erlang",0.14
"Go",0.26
"Haskell",-0.22
"Java",-0.26
"Javascript",-0.14
"Objective-C",0.12
"Perl",-0.27
"Php",-0.14
"Python",0.29
"Ruby",-0.14
"Scala",-0.15
"Typescript",0.27
