"","coef","pVal"
"Intercept",-2.43,0
"log age",0.09,0
"log size",-0.04,0.025
"log devs",0.11,0.006
"log commits",1.08,0
"C",-0.04,0.758
"C#",0.07,0.573
"C++",0.04,0.763
"Clojure",-0.32,0.009
"Coffeescript",0.22,0.07
"Erlang",0.2,0.138
"Go",0.22,0.064
"Haskell",-0.21,0.073
"Java",-0.37,0.012
"Javascript",-0.28,0.085
"Objective-C",0.12,0.296
"Perl",0.06,0.628
"Php",-0.03,0.793
"Python",0.29,0.031
"Ruby",-0.28,0.056
"Scala",0.01,0.925
"Typescript",0.31,0.034
