"","coef","pVal"
"Intercept",-2.76,0
"log age",0.12,0
"log size",0.01,0.747
"log devs",0.16,0
"log commits",1.01,0
"C",0.09,0.443
"C#",-0.09,0.443
"C++",0.03,0.817
"Clojure",-0.18,0.144
"Coffeescript",0.33,0.009
"Erlang",0.06,0.622
"Go",0.14,0.237
"Haskell",0.01,0.91
"Java",0.02,0.867
"Javascript",-0.15,0.356
"Objective-C",0.03,0.831
"Perl",0.09,0.453
"Php",-0.07,0.592
"Python",0.07,0.583
"Ruby",-0.24,0.068
"Scala",-0.19,0.094
"Typescript",0.05,0.739
