"","coef","pVal"
"Intercept",-2.75,0
"log age",0.1,0
"log size",-0.01,0.385
"log devs",0.02,0.572
"log commits",1.11,0
"C",0.06,0.577
"C#",0.01,0.941
"C++",0.31,0.003
"Clojure",-0.53,0
"Coffeescript",0.22,0.078
"Erlang",0.2,0.103
"Go",0.15,0.169
"Haskell",-0.26,0.026
"Java",0.08,0.48
"Javascript",-0.47,0.008
"Objective-C",0.13,0.314
"Perl",-0.04,0.738
"Php",0.2,0.117
"Python",0.08,0.526
"Ruby",-0.02,0.888
"Scala",0.03,0.748
"Typescript",-0.16,0.281
