"","coef"
"Intercept",-2.18
"log age",0.12
"log size",-0.04
"log devs",0.18
"log commits",1.01
"C",0.1
"C++",0.11
"Clojure",-0.05
"Coffeescript",0.13
"Erlang",0.12
"Go",0.23
"Haskell",-0.2
"Java",-0.13
"Javascript",-0.19
"Objective-C",0.13
"Perl",0.06
"Php",-0.11
"Python",0.01
"Ruby",-0.11
"Scala",-0.22
"Typescript",0.13
