"","coef"
"Intercept",-2.59
"log age",0.18
"log size",-0.04
"log devs",0.1
"log commits",1.05
"C",0.1
"C++",-0.06
"Clojure",-0.21
"Coffeescript",0.14
"Erlang",0.24
"Go",0.19
"Haskell",-0.33
"Java",-0.12
"Javascript",-0.13
"Objective-C",0.12
"Perl",-0.02
"Php",-0.09
"Python",-0.1
"Ruby",-0.13
"Scala",-0.02
"Typescript",0.4
