"","coef","pVal"
"Intercept",-2.68,0
"log age",0.09,0
"log size",-0.03,0.043
"log devs",-0.01,0.816
"log commits",1.17,0
"C",-0.02,0.873
"C#",0.13,0.232
"C++",0.16,0.187
"Clojure",-0.21,0.055
"Coffeescript",0.02,0.896
"Erlang",0.13,0.215
"Go",0.05,0.633
"Haskell",-0.32,0.002
"Java",0.03,0.828
"Javascript",0.04,0.801
"Objective-C",0.21,0.048
"Perl",0.16,0.169
"Php",-0.02,0.884
"Python",-0.11,0.395
"Ruby",0.01,0.899
"Scala",-0.01,0.927
"Typescript",-0.24,0.091
