"","coef"
"Intercept",-2.32
"log age",0.13
"log size",-0.04
"log devs",0.13
"log commits",1.03
"C",0.13
"C++",0.11
"Clojure",-0.14
"Coffeescript",0.1
"Erlang",0.11
"Go",0.22
"Haskell",-0.19
"Java",-0.14
"Javascript",0.11
"Objective-C",0
"Perl",0.01
"Php",-0.11
"Python",-0.07
"Ruby",-0.11
"Scala",-0.2
"Typescript",0.14
