"","coef"
"Intercept",-2.42
"log age",0.13
"log size",-0.03
"log devs",0.08
"log commits",1.05
"C",0.26
"C++",0.08
"Clojure",-0.24
"Coffeescript",0.08
"Erlang",0.08
"Go",0.19
"Haskell",-0.41
"Java",-0.1
"Javascript",-0.17
"Objective-C",0.12
"Perl",0.1
"Php",0.09
"Python",0
"Ruby",-0.2
"Scala",-0.17
"Typescript",0.29
