"","coef","pVal"
"Intercept",-2.31,0
"log age",0.09,0
"log size",-0.04,0.016
"log devs",0.18,0
"log commits",1.04,0
"C",0.1,0.406
"C#",0.03,0.79
"C++",0.13,0.209
"Clojure",-0.22,0.062
"Coffeescript",0.15,0.233
"Erlang",0.23,0.044
"Go",0.25,0.033
"Haskell",-0.37,0.002
"Java",0.04,0.724
"Javascript",0.18,0.186
"Objective-C",0.08,0.49
"Perl",-0.01,0.939
"Php",0.13,0.23
"Python",-0.1,0.449
"Ruby",-0.31,0.025
"Scala",-0.32,0.006
"Typescript",-0.01,0.96
