"","coef","pVal"
"Intercept",-2.47,0
"log age",0.11,0
"log size",-0.04,0.013
"log devs",0.1,0.002
"log commits",1.08,0
"C",0.19,0.083
"C#",0.22,0.035
"C++",-0.1,0.387
"Clojure",-0.34,0.002
"Coffeescript",0.41,0
"Erlang",0.25,0.024
"Go",-0.04,0.735
"Haskell",-0.43,0
"Java",0.08,0.51
"Javascript",-0.16,0.27
"Objective-C",0.06,0.587
"Perl",-0.17,0.112
"Php",0.18,0.084
"Python",-0.06,0.572
"Ruby",-0.08,0.528
"Scala",-0.05,0.612
"Typescript",0.05,0.705
