"","coef","pVal"
"Intercept",-2.77,0
"log age",0.12,0
"log size",-0.02,0.351
"log devs",0.09,0.028
"log commits",1.09,0
"C",-0.04,0.737
"C#",0.15,0.211
"C++",0.14,0.211
"Clojure",-0.22,0.059
"Coffeescript",0.25,0.048
"Erlang",-0.11,0.396
"Go",0.14,0.231
"Haskell",-0.45,0
"Java",-0.1,0.43
"Javascript",-0.16,0.316
"Objective-C",-0.13,0.318
"Perl",0.06,0.605
"Php",0.23,0.053
"Python",0.17,0.195
"Ruby",0.11,0.394
"Scala",0.06,0.587
"Typescript",-0.11,0.471
