"","coef","pVal"
"Intercept",-2.73,0
"log age",0.1,0
"log size",0,0.913
"log devs",0,0.986
"log commits",1.1,0
"C",-0.03,0.827
"C#",0.06,0.574
"C++",-0.13,0.301
"Clojure",-0.34,0.004
"Coffeescript",0.19,0.11
"Erlang",0.19,0.103
"Go",0.28,0.015
"Haskell",-0.36,0.001
"Java",0.15,0.214
"Javascript",-0.36,0.033
"Objective-C",0.09,0.469
"Perl",0.09,0.438
"Php",0.25,0.028
"Python",0.15,0.218
"Ruby",0.1,0.459
"Scala",0.02,0.882
"Typescript",-0.33,0.034
