"","coef"
"Intercept",-2.5
"log age",0.16
"log size",-0.01
"log devs",0.11
"log commits",0.99
"C",0.14
"C++",0.15
"Clojure",-0.25
"Coffeescript",0.12
"Erlang",0.09
"Go",0.16
"Haskell",-0.2
"Java",-0.03
"Javascript",-0.07
"Objective-C",0.29
"Perl",0.08
"Php",0
"Python",-0.36
"Ruby",-0.16
"Scala",-0.1
"Typescript",0.13
