"","coef","pVal"
"Intercept",-2.29,0
"log age",0.12,0
"log size",-0.06,0
"log devs",0.13,0
"log commits",1.08,0
"C",0.14,0.207
"C#",0.19,0.096
"C++",0.15,0.205
"Clojure",-0.42,0
"Coffeescript",0.1,0.424
"Erlang",0.15,0.184
"Go",0.05,0.659
"Haskell",-0.34,0.003
"Java",-0.18,0.116
"Javascript",0.06,0.691
"Objective-C",-0.02,0.839
"Perl",-0.04,0.707
"Php",0.1,0.341
"Python",0.23,0.04
"Ruby",-0.1,0.406
"Scala",-0.21,0.055
"Typescript",0.14,0.315
