"","coef"
"Intercept",-2.18
"log age",0.13
"log size",-0.04
"log devs",0.11
"log commits",1.02
"C",0.1
"C++",-0.09
"Clojure",-0.32
"Coffeescript",0.09
"Erlang",0.2
"Go",0.2
"Haskell",-0.37
"Java",-0.06
"Javascript",0.16
"Objective-C",0.03
"Perl",0.05
"Php",0.15
"Python",-0.05
"Ruby",-0.25
"Scala",-0.1
"Typescript",0.27
