"","coef"
"Intercept",-2.37
"log age",0.14
"log size",-0.02
"log devs",0.11
"log commits",1.01
"C",0.2
"C++",0.29
"Clojure",-0.37
"Coffeescript",0.21
"Erlang",0.25
"Go",-0.09
"Haskell",-0.26
"Java",-0.06
"Javascript",-0.09
"Objective-C",0.15
"Perl",-0.03
"Php",0.18
"Python",-0.06
"Ruby",-0.33
"Scala",-0.2
"Typescript",0.22
