"","coef"
"Intercept",-2.15
"log age",0.13
"log size",-0.05
"log devs",0.16
"log commits",0.99
"C",0.12
"C++",0.14
"Clojure",-0.07
"Coffeescript",0.07
"Erlang",0.29
"Go",0.11
"Haskell",-0.28
"Java",0.01
"Javascript",-0.01
"Objective-C",-0.01
"Perl",-0.18
"Php",0.03
"Python",0.13
"Ruby",-0.25
"Scala",-0.27
"Typescript",0.16
