"","coef","pVal"
"Intercept",-2.27,0
"log age",0.09,0
"log size",-0.05,0.001
"log devs",0.09,0.01
"log commits",1.09,0
"C",0.14,0.166
"C#",0.13,0.203
"C++",0.16,0.127
"Clojure",-0.16,0.135
"Coffeescript",0.02,0.823
"Erlang",-0.13,0.289
"Go",0.01,0.931
"Haskell",-0.3,0.008
"Java",0.14,0.193
"Javascript",0.02,0.91
"Objective-C",0.09,0.355
"Perl",0.11,0.297
"Php",0.14,0.182
"Python",-0.06,0.607
"Ruby",-0.14,0.245
"Scala",-0.12,0.246
"Typescript",-0.04,0.742
