"","coef","pVal"
"Intercept",-2.57,0
"log age",0.12,0
"log size",-0.04,0.009
"log devs",0.12,0.002
"log commits",1.09,0
"C",0.05,0.67
"C#",0.01,0.904
"C++",0.23,0.035
"Clojure",-0.39,0.001
"Coffeescript",0.15,0.196
"Erlang",0.22,0.051
"Go",0.05,0.625
"Haskell",-0.24,0.033
"Java",0.03,0.824
"Javascript",0.32,0.033
"Objective-C",0.08,0.486
"Perl",-0.07,0.573
"Php",0.27,0.018
"Python",0.08,0.445
"Ruby",-0.27,0.082
"Scala",-0.24,0.039
"Typescript",-0.28,0.042
