"","coef"
"Intercept",-2.6
"log age",0.16
"log size",-0.02
"log devs",0.08
"log commits",1.02
"C",0.26
"C++",0.3
"Clojure",-0.5
"Coffeescript",0.06
"Erlang",0.27
"Go",-0.1
"Haskell",-0.24
"Java",0.12
"Javascript",0.17
"Objective-C",-0.15
"Perl",0.03
"Php",-0.05
"Python",0.1
"Ruby",-0.11
"Scala",0.12
"Typescript",-0.29
