"","coef","pVal"
"Intercept",-2.14,0
"log age",0.07,0.001
"log size",-0.05,0.002
"log devs",0.08,0.03
"log commits",1.09,0
"C",0.33,0.002
"C#",-0.08,0.479
"C++",0.03,0.803
"Clojure",-0.13,0.228
"Coffeescript",0.02,0.897
"Erlang",0.21,0.051
"Go",0,0.991
"Haskell",-0.2,0.068
"Java",0.06,0.622
"Javascript",-0.08,0.545
"Objective-C",0.08,0.487
"Perl",-0.02,0.839
"Php",0.19,0.076
"Python",0.11,0.38
"Ruby",-0.25,0.046
"Scala",-0.22,0.036
"Typescript",-0.03,0.84
