"","coef","pVal"
"Intercept",-2.48,0
"log age",0.11,0
"log size",-0.03,0.099
"log devs",0.1,0.008
"log commits",1.06,0
"C",0.22,0.055
"C#",0.11,0.353
"C++",0.07,0.517
"Clojure",-0.3,0.01
"Coffeescript",-0.04,0.772
"Erlang",0.1,0.395
"Go",0.13,0.254
"Haskell",-0.26,0.019
"Java",0.06,0.614
"Javascript",-0.02,0.857
"Objective-C",0.01,0.917
"Perl",-0.18,0.135
"Php",-0.06,0.619
"Python",0.18,0.14
"Ruby",-0.08,0.515
"Scala",0.09,0.399
"Typescript",-0.03,0.814
