"","coef"
"Intercept",-2.58
"log age",0.14
"log size",-0.03
"log devs",0.14
"log commits",1.08
"C",0.2
"C++",-0.01
"Clojure",-0.46
"Coffeescript",0.19
"Erlang",0.13
"Go",0.04
"Haskell",-0.37
"Java",0.09
"Javascript",0.22
"Objective-C",0.05
"Perl",0.12
"Php",-0.04
"Python",0.21
"Ruby",-0.09
"Scala",-0.19
"Typescript",-0.07
