"","coef","pVal"
"Intercept",-2.39,0
"log age",0.11,0
"log size",-0.03,0.032
"log devs",0.13,0
"log commits",1.03,0
"C",-0.04,0.726
"C#",0.09,0.422
"C++",0.16,0.12
"Clojure",-0.17,0.094
"Coffeescript",0.18,0.12
"Erlang",0.11,0.294
"Go",0.07,0.535
"Haskell",-0.23,0.039
"Java",0.03,0.799
"Javascript",-0.06,0.632
"Objective-C",-0.03,0.784
"Perl",0,0.987
"Php",0.19,0.073
"Python",0.09,0.415
"Ruby",0.04,0.726
"Scala",-0.2,0.058
"Typescript",-0.22,0.086
