"","coef"
"Intercept",-2.32
"log age",0.12
"log size",-0.02
"log devs",0.11
"log commits",1
"C",0.27
"C++",0.08
"Clojure",-0.41
"Coffeescript",-0.08
"Erlang",0.15
"Go",0.04
"Haskell",-0.19
"Java",0.07
"Javascript",0.22
"Objective-C",-0.1
"Perl",0.1
"Php",-0.1
"Python",0.23
"Ruby",-0.05
"Scala",-0.19
"Typescript",-0.05
