"","coef","pVal"
"Intercept",-2.57,0
"log age",0.09,0
"log size",-0.02,0.179
"log devs",0.11,0.001
"log commits",1.07,0
"C",0.23,0.039
"C#",-0.12,0.305
"C++",0.13,0.216
"Clojure",-0.29,0.012
"Coffeescript",0.28,0.012
"Erlang",0.17,0.088
"Go",0.18,0.098
"Haskell",-0.16,0.13
"Java",0.08,0.497
"Javascript",-0.33,0.023
"Objective-C",-0.04,0.728
"Perl",0,0.977
"Php",0.04,0.746
"Python",0.02,0.844
"Ruby",-0.07,0.608
"Scala",-0.08,0.4
"Typescript",-0.04,0.735
