"","coef"
"Intercept",-2.28
"log age",0.13
"log size",-0.03
"log devs",0.08
"log commits",1.04
"C",0.02
"C++",0.18
"Clojure",-0.17
"Coffeescript",-0.18
"Erlang",0.09
"Go",0.03
"Haskell",-0.23
"Java",0.12
"Javascript",0.09
"Objective-C",0.2
"Perl",0.2
"Php",-0.27
"Python",0.06
"Ruby",-0.11
"Scala",0.08
"Typescript",-0.11
