"","coef","pVal"
"Intercept",-2.45,0
"log age",0.03,0.179
"log size",-0.01,0.743
"log devs",0.09,0.039
"log commits",1.1,0
"C",0.06,0.639
"C#",0.1,0.441
"C++",0.39,0.002
"Clojure",-0.21,0.087
"Coffeescript",0.05,0.722
"Erlang",0.09,0.485
"Go",0.14,0.229
"Haskell",-0.28,0.037
"Java",-0.08,0.541
"Javascript",-0.11,0.455
"Objective-C",-0.07,0.566
"Perl",0.08,0.515
"Php",0.19,0.125
"Python",0.05,0.717
"Ruby",-0.25,0.059
"Scala",-0.06,0.601
"Typescript",-0.07,0.597
