"","coef","pVal"
"Intercept",-2.32,0
"log age",0.09,0
"log size",-0.03,0.075
"log devs",0.1,0.007
"log commits",1.05,0
"C",0.2,0.06
"C#",0.25,0.025
"C++",0.22,0.031
"Clojure",-0.42,0
"Coffeescript",-0.04,0.715
"Erlang",0.05,0.66
"Go",0.07,0.505
"Haskell",-0.15,0.153
"Java",-0.04,0.725
"Javascript",-0.07,0.623
"Objective-C",0.02,0.849
"Perl",0.1,0.37
"Php",0.1,0.395
"Python",0.27,0.018
"Ruby",-0.09,0.517
"Scala",-0.45,0
"Typescript",-0.02,0.89
