"","coef","pVal"
"Intercept",-2.5,0
"log age",0.08,0
"log size",-0.02,0.184
"log devs",0.04,0.241
"log commits",1.11,0
"C",0.32,0.004
"C#",0.14,0.221
"C++",0.19,0.07
"Clojure",-0.21,0.076
"Coffeescript",0.14,0.22
"Erlang",0.06,0.601
"Go",-0.02,0.855
"Haskell",-0.22,0.05
"Java",-0.12,0.322
"Javascript",-0.24,0.106
"Objective-C",-0.09,0.459
"Perl",0.04,0.761
"Php",0.21,0.077
"Python",0,0.989
"Ruby",-0.02,0.871
"Scala",-0.1,0.379
"Typescript",-0.09,0.501
