"","coef","pVal"
"Intercept",-2.07,0
"log age",0.07,0.001
"log size",-0.07,0
"log devs",0.06,0.099
"log commits",1.13,0
"C",0.11,0.318
"C#",0.21,0.043
"C++",0.29,0.004
"Clojure",-0.4,0
"Coffeescript",-0.33,0.005
"Erlang",0.14,0.191
"Go",0.01,0.946
"Haskell",-0.39,0
"Java",0.06,0.603
"Javascript",0.18,0.213
"Objective-C",0.09,0.365
"Perl",-0.18,0.135
"Php",0.11,0.314
"Python",0.26,0.023
"Ruby",-0.15,0.264
"Scala",-0.18,0.076
"Typescript",0.18,0.14
