"","coef"
"Intercept",-2.53
"log age",0.12
"log size",-0.01
"log devs",0.12
"log commits",1.03
"C",0.23
"C++",-0.02
"Clojure",-0.33
"Coffeescript",-0.1
"Erlang",0.16
"Go",0.01
"Haskell",-0.18
"Java",0.05
"Javascript",0.08
"Objective-C",-0.01
"Perl",0.12
"Php",0.18
"Python",0
"Ruby",0
"Scala",-0.01
"Typescript",-0.17
