"","coef","pVal"
"Intercept",-2.56,0
"log age",0.08,0
"log size",-0.01,0.441
"log devs",0.08,0.041
"log commits",1.08,0
"C",0.27,0.016
"C#",-0.05,0.701
"C++",0.08,0.494
"Clojure",-0.33,0.005
"Coffeescript",0.23,0.067
"Erlang",0.12,0.317
"Go",0.04,0.755
"Haskell",-0.29,0.012
"Java",-0.01,0.902
"Javascript",0.18,0.217
"Objective-C",0.04,0.725
"Perl",0.09,0.43
"Php",-0.05,0.705
"Python",-0.05,0.662
"Ruby",-0.13,0.337
"Scala",-0.22,0.049
"Typescript",0.07,0.618
