"","coef","pVal"
"Intercept",-2.28,0
"log age",0.08,0
"log size",-0.05,0.006
"log devs",0.07,0.044
"log commits",1.11,0
"C",0.17,0.144
"C#",0.03,0.783
"C++",0.29,0.003
"Clojure",-0.37,0.001
"Coffeescript",-0.03,0.778
"Erlang",0.1,0.331
"Go",0.05,0.661
"Haskell",-0.26,0.017
"Java",-0.02,0.864
"Javascript",0.03,0.844
"Objective-C",0.1,0.348
"Perl",0.16,0.147
"Php",0.16,0.131
"Python",0.05,0.714
"Ruby",-0.25,0.043
"Scala",-0.18,0.088
"Typescript",-0.03,0.807
