"","coef","pVal"
"Intercept",-2.59,0
"log age",0.07,0
"log size",-0.02,0.189
"log devs",0.05,0.145
"log commits",1.14,0
"C",-0.04,0.727
"C#",0.24,0.033
"C++",0.03,0.815
"Clojure",-0.33,0.004
"Coffeescript",-0.1,0.398
"Erlang",-0.04,0.725
"Go",0.08,0.403
"Haskell",-0.22,0.041
"Java",0.05,0.645
"Javascript",0.08,0.554
"Objective-C",-0.11,0.316
"Perl",0.1,0.39
"Php",0.35,0.005
"Python",0.41,0
"Ruby",-0.1,0.4
"Scala",-0.25,0.029
"Typescript",-0.15,0.196
