"","coef"
"Intercept",-2.26
"log age",0.12
"log size",-0.07
"log devs",0.15
"log commits",1.08
"C",0.28
"C++",0.07
"Clojure",-0.54
"Coffeescript",0.13
"Erlang",0.23
"Go",0.19
"Haskell",-0.39
"Java",-0.04
"Javascript",0
"Objective-C",-0.06
"Perl",-0.03
"Php",-0.05
"Python",0.13
"Ruby",-0.03
"Scala",0.11
"Typescript",-0.01
