"","coef","pVal"
"Intercept",-2.5,0
"log age",0.11,0
"log size",-0.04,0.011
"log devs",0.05,0.145
"log commits",1.09,0
"C",0.25,0.024
"C#",0.16,0.154
"C++",0.07,0.538
"Clojure",-0.3,0.011
"Coffeescript",-0.04,0.727
"Erlang",0.03,0.791
"Go",0,0.976
"Haskell",-0.29,0.006
"Java",0.12,0.262
"Javascript",0.03,0.818
"Objective-C",-0.11,0.352
"Perl",-0.18,0.174
"Php",0.34,0.005
"Python",0.06,0.537
"Ruby",-0.17,0.192
"Scala",0.04,0.73
"Typescript",-0.03,0.844
