"","coef","pVal"
"Intercept",-2.42,0
"log age",0.04,0.05
"log size",0,0.892
"log devs",0.12,0.003
"log commits",1.08,0
"C",0.16,0.21
"C#",0.12,0.293
"C++",0.2,0.042
"Clojure",-0.06,0.585
"Coffeescript",-0.04,0.738
"Erlang",0.09,0.469
"Go",0.07,0.515
"Haskell",-0.2,0.085
"Java",0.01,0.919
"Javascript",-0.08,0.618
"Objective-C",0.04,0.753
"Perl",0.05,0.665
"Php",0.15,0.165
"Python",0.05,0.687
"Ruby",-0.08,0.506
"Scala",-0.15,0.177
"Typescript",-0.33,0.022
