"","coef","pVal"
"Intercept",-2.32,0
"log age",0.1,0
"log size",-0.05,0.001
"log devs",0.06,0.101
"log commits",1.11,0
"C",0.22,0.045
"C#",0.08,0.43
"C++",0.13,0.228
"Clojure",-0.33,0.004
"Coffeescript",0.07,0.579
"Erlang",0.06,0.612
"Go",0.11,0.293
"Haskell",-0.4,0
"Java",-0.06,0.581
"Javascript",0.19,0.153
"Objective-C",0.08,0.485
"Perl",0.02,0.868
"Php",0.2,0.07
"Python",-0.07,0.556
"Ruby",-0.01,0.922
"Scala",-0.18,0.084
"Typescript",-0.1,0.405
