"","coef"
"Intercept",-2.56
"log age",0.15
"log size",-0.01
"log devs",0.14
"log commits",1
"C",0.11
"C++",0.09
"Clojure",-0.27
"Coffeescript",0.21
"Erlang",0.18
"Go",0.09
"Haskell",-0.47
"Java",-0.05
"Javascript",0.12
"Objective-C",-0.44
"Perl",0.09
"Php",0.31
"Python",0.12
"Ruby",-0.04
"Scala",-0.04
"Typescript",-0.03
