"","coef","pVal"
"Intercept",-2.22,0
"log age",0.09,0
"log size",-0.06,0
"log devs",0.07,0.078
"log commits",1.11,0
"C",0.18,0.092
"C#",0.14,0.256
"C++",0.07,0.523
"Clojure",-0.27,0.03
"Coffeescript",-0.13,0.284
"Erlang",0.08,0.469
"Go",0.07,0.527
"Haskell",-0.33,0.004
"Java",-0.07,0.573
"Javascript",-0.11,0.453
"Objective-C",0.05,0.636
"Perl",-0.1,0.473
"Php",0.09,0.438
"Python",0.19,0.1
"Ruby",-0.09,0.492
"Scala",-0.01,0.943
"Typescript",0.21,0.113
