"","coef","pVal"
"Intercept",-2.44,0
"log age",0.11,0
"log size",-0.04,0.003
"log devs",0.09,0.006
"log commits",1.09,0
"C",0.28,0.008
"C#",0.14,0.178
"C++",0.23,0.024
"Clojure",-0.32,0.005
"Coffeescript",0.05,0.667
"Erlang",0.08,0.406
"Go",-0.36,0.002
"Haskell",-0.35,0
"Java",0.06,0.575
"Javascript",0.1,0.567
"Objective-C",0.12,0.243
"Perl",0,0.982
"Php",0.1,0.308
"Python",0.18,0.072
"Ruby",-0.35,0.002
"Scala",0,0.986
"Typescript",0.04,0.745
