"","coef"
"Intercept",-2.52
"log age",0.14
"log size",-0.01
"log devs",0.12
"log commits",1.02
"C",0.11
"C++",0.21
"Clojure",-0.29
"Coffeescript",-0.07
"Erlang",0.23
"Go",0.04
"Haskell",-0.25
"Java",0.08
"Javascript",0.16
"Objective-C",0.04
"Perl",-0.07
"Php",0.26
"Python",0.09
"Ruby",-0.35
"Scala",-0.01
"Typescript",-0.16
