"","coef","pVal"
"Intercept",-2.84,0
"log age",0.12,0
"log size",0,0.881
"log devs",0.06,0.071
"log commits",1.06,0
"C",-0.08,0.437
"C#",0.21,0.044
"C++",0.09,0.432
"Clojure",-0.3,0.006
"Coffeescript",0.24,0.04
"Erlang",0.14,0.189
"Go",0.14,0.167
"Haskell",-0.19,0.063
"Java",-0.05,0.651
"Javascript",-0.25,0.106
"Objective-C",0.04,0.726
"Perl",0.14,0.148
"Php",0.13,0.247
"Python",0.05,0.639
"Ruby",-0.04,0.752
"Scala",-0.13,0.201
"Typescript",-0.13,0.311
