"","coef"
"Intercept",-2.48
"log age",0.13
"log size",-0.03
"log devs",0.15
"log commits",1.05
"C",0.22
"C++",0.09
"Clojure",-0.28
"Coffeescript",-0.05
"Erlang",0.1
"Go",0.08
"Haskell",-0.09
"Java",0.14
"Javascript",0.08
"Objective-C",-0.13
"Perl",0.06
"Php",0.09
"Python",-0.04
"Ruby",-0.05
"Scala",-0.12
"Typescript",-0.11
