"","coef"
"Intercept",-2.51
"log age",0.14
"log size",-0.02
"log devs",0.06
"log commits",1.04
"C",0.36
"C++",0.05
"Clojure",-0.24
"Coffeescript",-0.2
"Erlang",0.12
"Go",0.23
"Haskell",-0.28
"Java",0.08
"Javascript",0.23
"Objective-C",0.05
"Perl",0.11
"Php",-0.04
"Python",0.07
"Ruby",-0.19
"Scala",-0.19
"Typescript",-0.17
